word	tag	sense_se-id	sense_sy-id	D@A1	F@A1	SFI@A1	U@A1	tf-idf@A1	D@A2	F@A2	SFI@A2	U@A2	tf-idf@A2	D@B1	F@B1	SFI@B1	U@B1	tf-idf@B1	D@B2	F@B2	SFI@B2	U@B2	tf-idf@B2	D@C1	F@C1	SFI@C1	U@C1	tf-idf@C1	D@TOTAL	F@TOTAL	SFI@TOTAL	U@TOTAL	tf-idf@TOTAL
[[:digit:]]+c	N(soort)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	1	31.644319410257214	0.14602658909352798	1.6094379124341003	-	-	-	-	-	0.0	1	16.551885943972067	0.004520522075298361	0.0
[[:digit:]]+d-printer	N(soort)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	1	34.9438989263554	0.31216908586830727	1.6094379124341003	-	-	-	-	-	0.0	1	19.851465460070262	0.00966376913035721	0.0
[[:digit:]]+de	ADJ()	-	-	-	-	-	-	-	0.0	1	23.53848657844896	0.0225864854330638	0.9162907318741551	0.0	1	23.514139120805485	0.022460215147866655	0.9162907318741551	-	-	-	-	-	-	-	-	-	-	0.10147268954891664	2	37.550040224336534	0.568858199581679	0.0
[[:digit:]]+de	TW(rang)	-	-	0.0	1	36.358779044842656	0.43239225321382607	0.5108256237659907	0.21479247724989953	9	50.918093206907955	12.354049032392847	4.597430613893916	0.2726805631856562	6	51.35345892460676	13.656703874050363	3.0649537425959443	-	-	-	-	-	-	-	-	-	-	0.3202111828900552	16	51.53342056541727	14.234494748831588	0.0
[[:digit:]]+de-eeuws	ADJ()	-	-	-	-	-	-	-	-	-	-	-	-	0.0	1	23.63205436810106	0.02307838620698225	1.6094379124341003	-	-	-	-	-	-	-	-	-	-	0.0	1	14.121505457109125	0.0025831554715990634	0.0
[[:digit:]]+de-eeuws	N(soort)	-	-	-	-	-	-	-	0.0	1	23.53848657844896	0.0225864854330638	1.6094379124341003	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	1	16.363196631724147	0.00432832300747105	0.0
[[:digit:]]+e	TW(rang)	-	-	-	-	-	-	-	0.1471424994836351	10	49.709822501047675	9.353674442963387	5.108256237659907	0.12110367334688617	2	43.090120698603734	2.037098691722562	1.0216512475319814	0.14746305199023912	2	46.899233544575345	4.896923894170421	1.0216512475319814	-	-	-	-	-	0.2394632720560144	14	49.68998351597189	9.311043413728996	0.0
[[:digit:]]+e-eeuws	ADJ()	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	1	29.8834068197004	0.09735105939568532	1.6094379124341003	-	-	-	-	-	0.0	1	14.790973353415255	0.003013681383532241	0.0
[[:digit:]]+ste	TW(rang)	-	-	-	-	-	-	-	0.0	2	23.43702952487794	0.02206495024544421	1.0216512475319814	0.20157679533891015	7	50.72890665658409	11.827437605777277	3.5757793663619353	0.14746305199023912	2	46.92954642947295	4.9312230032524615	1.0216512475319814	-	-	-	-	-	0.25878993106376447	11	48.98597448586038	7.917670942935038	0.0
[[:digit:]]+ste,	TW(rang)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	1	33.10454450161853	0.20438755582308424	1.6094379124341003	-	-	-	-	-	0.0	1	18.012111035333383	0.006327193312875087	0.0
a	N(soort)	la.n.03	eng-30-06868986-n	-	-	-	-	-	0.18002486524878292	3	45.36227854608868	3.4373824445902987	0.6694306539426294	0.28119402153819684	5	50.68631889700906	11.712022275125603	1.1157177565710488	-4.723870490789691e-17	6	41.25028900649137	1.3336101759051746	1.3388613078852587	0.0	1	53.02109400667356	20.04977026182951	0.22314355131420976	0.2915214575772576	15	50.85154257031345	12.16618054406051	0.0
a[[:digit:]]+-formaat	N(soort)	-	-	-	-	-	-	-	-	-	-	-	-	0.0	1	22.434063398542175	0.017514846674941888	1.6094379124341003	-	-	-	-	-	-	-	-	-	-	0.0	1	12.923514487550234	0.001960430491838575	0.0
aai	N(soort)	aai-n-1	odwn-10-106427099-n	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0	1	34.12505344460119	0.25852666538497043	1.6094379124341003	-	-	-	-	-	0.0	1	19.032619978316045	0.00800316918432924	0.0
aaien	WW()	aaien-v-1	eng-30-01226215-v	-	-	-	-	-	0.3095683776672772	9	52.49979061282475	17.78193675602481	4.597430613893916	0.0	1	32.929283838752134	0.19630365410581926	0.5108256237659907	0.0	1	31.577331786770188	0.1437914882400556	0.5108256237659907	-	-	-	-	-	0.314138670817719	11	49.83401586504273	9.62501880089264	0.0
aan bod	VZ(init) N(soort)	-	-	-	-	-	-	-	-	-	-	-	-	0.0	1	25.279476515432307	0.03372466555841751	0.5108256237659907	0.2244281617817807	5	52.57793862557756	18.104805458606915	2.5541281188299534	0.0	1	52.82660129166713	19.171678133574204	0.5108256237659907	0.22688546043162194	7	46.45682652108182	4.4226508208662345	0.0
aan de beurt	VZ(init) LID(bep) N(soort)	-	-	-	-	-	-	-	0.18002486524878292	3	45.40524828271963	3.471561219612604	2.7488721956224653	0.24220734669377234	4	49.088187610279626	8.10622699687585	3.6651629274966204	-	-	-	-	-	-	-	-	-	-	0.2848698544595743	7	47.439528238331974	5.545654688259488	0.0
aan de hand van	VZ(init) LID(bep) N(soort) VZ(init)	-	-	-	-	-	-	-	0.0	1	24.887014830250614	0.030810694160911187	0.9162907318741551	0.11120899872314133	3	44.48751367583576	2.8102914854945356	2.7488721956224653	-	-	-	-	-	-	-	-	-	-	0.15220903432337493	4	42.299306547539445	1.6979725098905776	0.0
aan de hand	VZ(init) LID(bep) N(soort)	-	-	-	-	-	-	-	0.44662420746560816	19	57.3190987472751	53.939867428867174	9.705686851553823	0.33303510170393696	8	53.53686155017339	22.578035679951192	4.086604990127926	0.0	1	25.442737276049627	0.035016580037733745	0.5108256237659907	-	-	-	-	-	0.45882303654343143	28	55.52702924622256	35.70285323294666	0.0
